"technology_node","lot_id","wafer_id","etch_rate","deposition_rate","critical_dimension","oxide_thickness","yield","er_flag","dr_flag","cd_flag","ot_flag"
"28nm",LOT_0006,W015,3.47,2.03,24.69,61.62,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W005,3.46,1.69,27.84,59.15,0.40,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W010,3.66,1.76,23.88,65.47,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W005,3.73,1.81,26.47,60.73,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W016,3.75,1.94,28.22,60.46,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W020,3.58,1.87,24.81,62.70,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W011,3.56,1.81,27.86,62.07,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W001,3.70,1.87,30.90,56.19,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W012,3.61,2.12,28.73,57.78,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W010,3.63,1.92,25.96,62.80,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W018,3.59,1.85,34.23,61.66,0.42,IN_CONTROL,IN_CONTROL,OOC,IN_CONTROL
"28nm",LOT_0049,W005,3.60,1.81,31.59,56.01,0.42,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W015,3.69,1.94,29.01,61.18,0.42,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W025,3.61,1.98,29.43,59.31,0.42,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W007,3.65,2.01,25.90,62.06,0.42,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W006,3.47,1.88,27.18,57.01,0.42,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W019,3.62,1.73,26.62,55.90,0.42,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W016,3.50,1.89,28.16,60.03,0.42,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W012,3.57,2.11,29.26,58.13,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W014,3.58,2.02,28.09,58.08,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W002,3.49,1.94,26.62,58.52,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W010,3.68,2.16,26.43,58.89,0.43,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W011,3.70,1.92,24.75,62.29,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W009,3.71,2.02,28.60,58.78,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W018,3.53,1.81,27.94,60.82,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W013,3.42,2.20,24.23,58.88,0.43,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W024,3.76,1.75,24.74,57.78,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W003,3.79,1.87,29.01,61.64,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W025,3.57,2.04,25.97,58.90,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W020,3.58,1.94,28.19,55.12,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W005,3.54,1.83,26.53,57.90,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W010,3.79,1.89,25.62,56.26,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W023,3.56,2.08,28.28,55.27,0.45,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W003,3.55,1.94,23.83,55.58,0.45,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"28nm",LOT_0012,W016,3.55,1.96,28.60,57.68,0.45,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W002,3.61,1.75,25.02,60.15,0.45,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W009,3.66,1.95,28.53,58.50,0.45,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W019,3.55,1.93,27.22,60.55,0.45,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W008,3.50,1.60,27.89,57.52,0.45,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W024,3.61,1.87,26.89,61.28,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W006,3.52,1.88,30.52,61.20,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W024,3.71,1.96,23.21,66.33,0.46,IN_CONTROL,IN_CONTROL,WARNING,WARNING
"28nm",LOT_0034,W011,3.69,1.99,27.39,54.34,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W006,3.62,2.10,25.60,59.12,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W009,3.63,1.88,26.83,59.38,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W006,3.61,2.07,30.04,56.83,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W005,3.58,1.83,30.42,53.26,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"28nm",LOT_0007,W017,3.50,1.88,26.25,62.64,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W012,3.69,1.78,27.47,59.69,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W024,3.53,1.96,28.43,64.73,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W005,3.69,1.79,26.93,55.46,0.48,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W004,3.71,1.98,28.84,59.32,0.48,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W011,3.69,1.85,28.11,63.19,0.49,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W025,3.49,2.09,24.53,53.61,0.50,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"28nm",LOT_0006,W012,3.57,1.95,24.93,62.27,0.50,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W015,3.54,1.88,26.93,57.73,0.50,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W020,3.77,1.87,26.21,59.45,0.51,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W001,3.69,1.93,23.62,64.60,0.51,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"28nm",LOT_0006,W003,3.57,1.81,26.66,63.02,0.52,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W017,3.55,1.96,27.36,52.78,0.52,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"28nm",LOT_0031,W006,3.76,1.94,26.13,61.19,0.52,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W016,3.56,2.05,26.85,61.00,0.53,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W025,3.49,1.84,28.30,55.77,0.54,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W008,3.56,1.85,26.61,59.84,0.57,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W019,3.57,1.97,27.45,63.16,0.59,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0031,W010,3.65,1.92,23.61,58.95,0.61,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"28nm",LOT_0024,W006,3.57,1.85,23.95,61.21,0.66,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W005,3.78,1.97,23.68,60.34,0.72,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
